Income,Age,Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Total_Items_Purchases,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Cluster
20180.0,49,2,4,0,0,27,18,42,24,15,20,18,137,1,2,1,4,2
34961.0,52,2,3,1,0,77,45,2,26,4,1,1,79,3,3,1,3,2
28440.0,51,4,5,1,0,87,38,1,24,0,0,0,63,1,2,0,3,2
64504.0,72,4,5,1,2,81,986,36,168,16,0,108,1314,7,11,3,4,1
33564.0,59,3,5,0,1,51,61,0,3,0,0,7,71,1,1,1,3,2
17345.0,47,2,3,1,0,79,4,9,16,17,0,12,58,2,2,1,2,2
56320.0,58,4,3,0,1,11,201,53,172,116,77,83,702,3,5,4,9,3
28647.0,47,2,4,1,0,54,19,8,29,0,12,26,94,1,2,2,2,2
15038.0,38,1,4,1,0,93,4,8,11,19,12,26,80,2,2,1,2,2
32173.0,67,4,2,0,1,0,18,0,2,0,0,2,22,1,1,0,3,2
68316.0,61,0,5,0,1,54,806,80,161,120,11,33,1211,5,10,7,10,3
74538.0,54,2,5,0,0,21,380,98,733,110,112,28,1461,1,8,8,5,1
91700.0,54,2,4,0,0,58,576,172,961,125,115,19,1968,1,8,6,5,1
68695.0,56,2,5,0,0,3,458,81,356,106,50,40,1091,1,4,4,7,3
31056.0,48,0,3,1,0,99,5,10,13,3,8,16,55,1,1,0,3,2
79593.0,52,2,3,0,0,70,350,60,568,110,133,145,1366,1,5,6,7,1
28071.0,45,2,4,0,0,65,39,33,130,41,26,44,313,2,5,1,5,2
37334.0,67,4,5,1,1,44,26,1,16,2,2,15,62,4,3,0,4,2
46423.0,53,3,4,1,1,6,68,0,16,0,0,8,92,3,2,0,4,2
37126.0,54,4,3,1,0,9,45,3,9,4,4,7,72,1,1,2,2,2
47703.0,72,2,3,0,1,95,359,0,134,13,26,123,655,4,6,3,8,3
61180.0,66,2,3,0,1,70,403,24,29,6,24,218,704,2,5,5,6,3
38998.0,71,2,3,1,1,92,34,1,14,0,0,5,54,3,2,0,3,2
8028.0,34,2,4,0,0,62,73,18,66,7,12,2,178,15,0,1,0,2
76081.0,63,2,5,0,0,85,292,30,415,63,33,200,1033,1,4,5,4,3
34728.0,39,2,5,1,0,2,14,0,16,0,0,6,36,1,1,1,2,2
33168.0,60,3,4,0,1,0,80,1,37,0,1,3,122,3,2,1,4,2
33585.0,59,3,3,0,1,91,30,11,33,13,6,29,122,1,2,0,4,2
77037.0,65,4,3,0,1,3,463,96,333,168,53,10,1123,1,7,7,12,3
35196.0,41,2,5,1,0,68,75,12,141,43,39,187,497,6,6,1,5,2
44529.0,59,2,3,0,1,98,538,13,91,17,6,26,691,6,6,2,11,3
70924.0,60,0,3,0,0,41,635,114,254,132,152,76,1363,1,6,6,7,1
28764.0,59,4,5,1,1,16,8,0,3,0,0,1,12,1,1,0,2,2
69098.0,76,4,3,0,0,82,1315,22,780,145,0,178,2440,1,7,8,9,1
25959.0,55,0,2,1,1,1,4,2,12,7,5,26,56,2,1,2,2,2
27100.0,42,3,3,1,0,64,12,0,13,2,0,10,37,1,1,0,3,2
70596.0,40,2,4,0,0,68,347,44,534,17,0,26,968,1,3,5,12,3
42557.0,51,2,3,0,1,98,192,5,53,0,5,15,270,4,6,1,4,2
53312.0,74,4,3,0,0,32,241,0,12,0,0,25,278,1,5,1,5,2
72228.0,73,2,4,0,0,87,631,28,491,30,14,56,1250,1,6,7,8,1
67605.0,38,2,5,0,0,84,336,28,282,184,54,54,938,1,2,8,6,3
62845.0,76,3,3,1,1,3,1099,0,45,0,0,34,1178,11,3,4,10,1
65196.0,67,2,5,0,2,34,743,19,181,12,0,200,1155,2,7,6,11,3
42000.0,38,4,4,0,0,23,124,83,267,85,59,35,653,2,5,2,11,3
35860.0,52,4,2,1,1,37,15,0,8,4,2,20,49,2,1,1,2,2
65526.0,61,4,3,0,1,22,397,19,69,12,0,9,506,1,4,4,8,3
16860.0,64,2,3,1,1,19,10,4,4,3,3,14,38,3,1,1,3,2
83528.0,33,2,4,0,0,7,530,117,678,134,44,147,1650,1,4,10,8,1
64176.0,60,0,2,0,1,52,1215,33,249,64,116,149,1826,8,8,9,8,1
22304.0,69,2,2,0,0,91,3,2,7,0,4,2,18,1,1,0,2,2
67023.0,47,2,3,0,0,93,444,44,382,11,8,17,906,1,3,7,13,3
32892.0,54,4,5,1,0,78,26,0,15,2,1,2,46,2,3,0,3,2
70713.0,59,2,5,0,1,23,736,114,279,82,76,190,1477,6,5,6,8,1
59925.0,70,2,5,0,1,83,473,21,176,19,21,56,766,3,9,2,9,3
39722.0,72,2,3,0,1,92,32,0,5,2,0,8,47,2,2,0,3,2
46610.0,67,2,5,0,0,4,288,10,30,4,10,125,467,1,6,1,6,2
88347.0,64,2,5,0,0,32,1050,178,555,77,138,118,2116,1,4,7,9,1
87171.0,44,4,3,0,0,27,1001,44,107,58,44,44,1298,1,6,7,11,1
26907.0,49,0,5,1,1,10,9,1,7,0,3,2,22,2,1,0,3,2
50014.0,57,3,4,1,0,9,234,14,77,19,10,42,396,2,4,1,8,2
41014.0,47,4,3,1,0,65,7,2,6,2,0,3,20,1,1,0,2,2
66294.0,60,2,4,0,0,68,251,108,334,65,92,117,967,1,4,3,5,3
36715.0,54,2,3,1,0,16,172,10,125,21,13,16,357,6,7,2,4,2
79456.0,69,2,3,0,0,12,565,42,548,64,83,99,1401,1,5,6,4,1
40479.0,43,2,5,1,0,95,5,0,8,2,0,0,15,1,0,0,3,2
75345.0,55,3,4,0,0,16,918,57,842,99,38,133,2087,1,5,8,6,1
54233.0,48,2,3,0,1,46,652,8,158,21,0,142,981,4,11,6,5,3
24163.0,55,2,4,1,1,3,4,1,7,2,1,2,17,2,1,0,3,2
84460.0,67,4,5,0,0,80,152,27,103,106,54,81,523,0,9,9,4,2
43776.0,42,2,5,1,0,77,8,0,9,2,1,3,23,1,1,0,2,2
71691.0,67,4,4,0,0,0,336,130,411,240,32,43,1192,1,4,7,5,3
85844.0,52,4,3,0,0,62,938,19,843,25,95,38,1958,1,6,6,7,1
39190.0,51,4,4,1,0,91,68,8,18,19,8,12,133,2,2,1,4,2
71367.0,66,2,5,0,0,24,227,23,389,42,21,75,777,1,4,5,7,3
38578.0,53,4,4,1,1,2,38,4,22,3,3,3,73,3,3,0,3,2
57236.0,60,4,3,1,1,22,105,0,9,2,1,4,121,3,2,1,4,2
61825.0,46,2,4,0,1,56,162,50,100,55,30,27,424,1,4,2,8,2
79803.0,67,2,2,0,1,54,574,8,216,21,16,33,868,1,4,3,5,3
80910.0,39,0,4,0,0,71,160,80,369,67,39,41,756,1,3,3,8,3
27590.0,43,3,5,1,0,38,6,0,5,0,0,1,12,1,1,0,2,2
56775.0,46,2,3,0,1,62,614,35,160,58,35,35,937,2,5,8,10,3
83829.0,50,2,2,0,0,78,897,161,430,186,161,27,1862,0,4,7,6,1
54210.0,46,0,3,0,1,18,70,54,109,80,9,45,367,2,4,1,7,2
38508.0,39,2,3,1,0,95,120,19,206,25,19,54,443,6,7,2,5,2
53187.0,55,2,5,1,0,66,211,2,30,7,7,10,267,2,4,1,6,2
30023.0,53,2,3,1,0,28,11,0,16,7,6,21,61,1,2,0,3,2
76045.0,65,4,4,0,0,78,760,53,400,17,93,0,1323,1,4,5,11,1
50870.0,73,4,3,0,1,13,53,0,8,0,0,2,63,1,2,0,3,2
15315.0,55,0,3,0,0,27,7,4,13,15,8,17,64,2,2,0,4,2
65463.0,51,0,3,1,0,17,391,32,70,21,32,16,562,2,6,2,9,3
66480.0,60,2,3,1,1,71,199,9,57,20,21,6,312,7,4,1,7,2
76773.0,71,2,2,0,0,79,516,56,449,86,33,16,1156,1,2,2,11,3
81698.0,42,0,4,0,0,1,709,45,115,30,160,45,1104,1,8,2,5,3
54466.0,52,4,4,1,1,78,12,0,4,0,0,0,16,1,1,0,2,2
98777.0,65,3,4,0,0,23,1000,19,711,125,115,38,2008,0,4,6,9,1
16269.0,41,4,4,1,0,75,19,3,18,3,1,0,44,3,3,0,3,2
71819.0,54,2,5,0,1,70,1224,28,140,0,14,168,1574,3,3,3,5,1
33569.0,42,4,3,1,0,10,16,2,18,3,0,24,63,1,1,1,2,2
36262.0,42,3,3,0,0,24,88,39,54,64,28,153,426,1,3,5,3,2
22634.0,59,1,5,0,0,47,2,23,11,8,6,46,96,1,2,1,2,2
47025.0,47,0,3,0,1,98,508,11,59,23,5,29,635,5,11,1,6,3
70566.0,57,2,4,0,1,4,381,28,215,84,28,21,757,2,6,5,9,3
31605.0,46,4,3,1,0,15,74,0,42,2,1,6,125,2,2,1,4,2
52034.0,52,3,2,1,1,67,146,0,93,7,13,73,332,5,4,2,5,2
48526.0,46,2,4,1,0,32,23,17,23,43,20,9,135,1,2,1,4,2
46734.0,71,2,3,0,1,40,110,5,137,26,23,29,330,2,6,1,5,2
39552.0,63,2,2,1,1,54,165,3,147,4,24,41,384,7,6,2,5,2
86358.0,59,2,4,1,1,78,957,47,494,82,47,95,1722,4,5,3,6,1
46931.0,48,2,5,2,1,94,41,0,17,3,1,16,78,2,1,1,3,2
16581.0,40,1,4,0,0,51,1,3,4,2,3,11,24,1,0,0,3,2
63998.0,73,0,2,0,0,42,176,29,818,0,33,112,1168,1,7,6,11,3
67381.0,74,3,3,0,1,67,815,8,53,11,0,70,957,4,2,2,9,3
25930.0,58,2,4,1,1,87,6,1,2,2,0,4,15,1,1,0,2,2
42693.0,47,2,3,1,0,29,8,4,20,6,3,16,57,1,1,0,3,2
85606.0,49,2,5,0,1,89,717,42,864,219,30,84,1956,2,6,7,9,1
72903.0,40,2,4,0,0,74,1067,138,750,0,19,39,2013,1,7,5,8,1
49669.0,51,0,5,1,0,97,166,5,107,11,8,29,326,2,5,1,6,2
36778.0,57,4,3,1,1,63,29,4,34,2,4,4,77,3,3,0,3,2
85696.0,63,4,2,0,0,88,714,76,395,116,0,12,1313,1,4,6,9,1
10979.0,36,3,2,0,0,34,8,4,10,2,2,4,30,2,3,0,3,2
49678.0,64,2,3,0,1,81,229,5,56,3,2,20,315,2,6,2,4,2
56129.0,72,3,5,0,1,65,320,48,133,39,72,48,660,4,6,2,10,3
37155.0,36,2,3,1,0,51,23,0,26,7,15,3,74,1,2,0,4,2
21282.0,47,0,2,1,0,76,1,5,8,4,8,20,46,2,2,1,2,2
33419.0,63,4,4,0,1,76,56,0,12,0,0,18,86,2,2,0,4,2
63285.0,80,2,6,0,0,84,508,124,249,50,38,134,1103,1,6,5,13,3
21255.0,51,3,5,1,0,56,29,0,25,2,2,3,61,4,2,1,4,2
42162.0,44,2,5,1,0,31,46,7,59,2,4,27,145,2,3,1,3,2
54450.0,69,2,5,1,1,0,454,0,171,8,19,32,684,12,9,2,8,3
57744.0,71,4,3,0,1,91,350,3,39,0,0,19,411,2,9,1,4,2
26576.0,39,2,4,1,0,40,10,0,8,0,0,9,27,1,1,0,2,2
57513.0,82,4,6,0,0,59,735,40,183,52,20,30,1060,2,9,3,13,3
68142.0,61,2,5,0,1,96,897,126,196,91,112,37,1459,3,10,4,7,1
7500.0,46,2,3,0,1,61,5,2,3,3,0,5,18,1,1,0,2,2
83145.0,51,2,5,0,0,14,777,35,731,39,137,114,1833,1,5,9,11,1
54197.0,65,3,3,0,1,16,162,6,37,6,13,13,237,2,1,3,6,2
23091.0,62,4,4,1,1,98,35,0,11,0,0,2,48,4,2,1,3,2
46049.0,49,2,3,1,1,11,342,9,112,19,14,19,515,10,5,2,9,3
56715.0,51,2,5,0,0,52,258,105,239,237,172,9,1020,1,7,3,4,3
79410.0,64,2,3,0,0,19,658,80,483,123,13,13,1370,1,3,2,5,1
57304.0,74,2,3,0,1,61,356,80,329,138,17,106,1026,2,7,6,10,3
44375.0,60,2,3,0,1,73,213,5,28,7,7,41,301,1,4,1,6,2
54450.0,69,2,5,1,1,0,454,0,171,8,19,32,684,12,9,2,8,3
59594.0,60,2,3,0,1,74,457,4,29,0,0,9,499,1,8,1,7,3
80685.0,31,2,5,0,0,55,241,45,604,34,26,54,1004,1,6,4,10,3
40344.0,51,4,3,0,1,48,210,0,6,0,0,2,218,2,4,1,5,2
62710.0,53,2,3,0,1,53,441,35,83,7,29,11,606,4,4,2,12,3
48985.0,57,0,3,0,1,13,19,13,18,10,7,8,75,1,1,1,3,2
35322.0,57,2,5,1,2,34,28,9,37,12,7,13,106,3,2,0,4,2
77142.0,77,2,3,0,0,54,476,75,162,29,151,97,990,1,4,4,8,3
81657.0,56,2,4,0,0,69,364,40,425,158,60,50,1097,1,3,4,8,3
14421.0,29,1,3,0,0,81,0,0,2,3,3,8,16,1,1,0,2,2
20130.0,51,0,3,0,0,99,0,6,3,7,6,12,34,1,1,0,3,2
74214.0,35,4,3,0,0,3,863,83,547,86,99,33,1711,1,8,2,5,1
66726.0,68,3,3,1,1,61,349,7,35,0,0,47,438,3,8,2,4,2
23724.0,46,1,5,1,0,65,5,23,15,0,18,14,75,2,2,0,3,2
47353.0,65,3,3,0,1,93,184,2,19,8,8,4,225,3,2,2,6,2
33444.0,73,3,3,1,1,24,8,0,8,0,0,2,18,1,1,0,2,2
54386.0,44,2,3,0,1,8,277,21,64,62,21,25,470,2,3,2,10,2
28510.0,44,2,2,1,1,72,44,5,19,0,4,19,91,3,2,0,4,2
90638.0,34,3,4,0,0,29,1156,120,915,94,144,96,2525,1,3,4,10,1
48070.0,75,2,5,0,1,33,373,14,83,6,9,19,504,3,8,2,6,3
43140.0,68,2,3,0,1,68,134,8,76,6,0,11,235,1,4,1,5,2
54959.0,64,4,2,0,1,55,1148,0,60,0,0,24,1232,3,9,5,4,1
15056.0,67,1,4,1,1,76,6,12,3,21,6,40,88,5,2,2,3,2
26954.0,54,2,4,1,0,17,4,1,11,0,0,1,17,1,1,0,2,2
22327.0,40,2,4,1,0,94,5,4,8,2,0,5,24,1,1,0,3,2
44393.0,60,2,3,1,1,86,24,2,20,2,2,10,60,2,1,0,4,2
62000.0,73,4,4,0,1,25,899,0,101,0,0,20,1020,1,6,6,13,3
31497.0,63,4,5,0,1,22,108,1,28,13,1,4,155,2,3,1,4,2
45894.0,51,0,3,0,2,15,27,2,7,0,2,13,51,1,1,0,3,2
78579.0,55,3,2,0,0,35,816,66,549,216,66,99,1812,1,5,6,4,1
67369.0,56,3,6,0,1,81,1298,0,70,37,14,42,1461,4,7,4,10,1
58401.0,65,2,2,0,1,55,10,0,11,17,29,29,96,1,1,2,2,2
62307.0,73,2,4,0,1,94,87,13,34,10,6,10,160,1,4,0,4,2
43641.0,56,3,3,1,1,50,57,2,51,4,2,23,139,3,2,1,4,2
63841.0,57,3,2,0,1,64,635,15,100,20,7,131,908,1,9,3,9,3
46891.0,60,0,3,0,1,91,43,12,23,29,15,61,183,1,2,1,4,2
70091.0,56,3,3,1,0,11,964,34,137,15,0,11,1161,2,5,2,10,3
78075.0,53,4,3,0,0,72,572,8,259,34,35,80,988,1,3,5,5,3
59184.0,64,0,6,0,1,6,341,142,113,259,151,66,1072,3,6,6,12,3
54809.0,48,2,3,1,1,0,63,6,57,13,13,22,174,4,2,1,5,2
58113.0,66,2,3,0,1,66,221,104,169,102,78,84,758,3,9,2,8,3
51412.0,67,3,3,0,1,42,140,3,29,4,5,14,195,2,3,2,4,2
15287.0,46,2,2,1,0,60,1,2,8,4,3,13,31,2,1,1,2,2
66636.0,68,3,5,0,0,64,291,10,689,84,10,0,1084,1,3,4,9,3
50965.0,69,3,3,0,1,87,544,13,85,8,6,29,685,3,10,4,5,3
84618.0,60,4,3,0,0,96,684,100,801,21,66,0,1672,1,6,9,10,1
18351.0,35,2,3,0,0,1,1,12,9,0,14,7,43,1,2,0,3,2
40451.0,68,4,5,0,2,54,35,0,4,0,0,10,49,1,1,1,2,2
36317.0,60,2,5,0,1,53,87,3,25,3,2,13,133,2,3,0,4,2
42213.0,68,2,5,0,1,96,309,3,24,4,3,20,363,2,5,1,7,2
65748.0,70,2,5,0,1,58,172,73,93,95,78,34,545,2,2,4,10,2
77044.0,53,2,5,0,1,12,625,38,242,50,34,76,1065,2,7,11,11,3
74918.0,56,2,5,0,0,78,972,59,913,25,19,59,2047,1,5,9,6,1
56721.0,53,2,3,1,1,64,157,6,39,6,13,75,296,5,4,1,5,2
42160.0,50,2,4,1,1,26,48,9,45,3,15,20,140,4,2,1,4,2
61559.0,60,2,4,0,1,8,279,83,88,32,14,34,530,1,4,2,10,3
33629.0,62,4,5,1,1,49,132,0,16,0,0,4,152,5,3,1,4,2
68682.0,34,4,5,0,0,56,919,0,505,99,30,45,1598,1,4,9,10,1
34377.0,62,2,4,0,1,55,62,0,22,3,1,26,114,2,2,2,2,2
8940.0,39,1,4,1,0,25,1,45,3,4,6,42,101,3,3,1,3,2
26228.0,52,2,3,1,0,50,2,6,4,3,1,9,25,1,1,0,2,2
77297.0,68,0,2,0,0,84,408,61,109,48,122,41,789,1,5,7,9,3
40211.0,44,2,3,1,1,30,51,1,7,2,1,25,87,2,2,1,2,2
33438.0,67,4,6,1,1,81,62,1,16,3,2,6,90,4,2,1,4,2
75032.0,66,4,3,0,1,74,952,12,180,47,12,12,1215,2,5,4,9,1
61284.0,70,4,4,0,0,76,618,15,106,20,7,45,811,1,11,2,8,3
22518.0,39,2,3,1,0,36,11,7,12,2,2,27,61,2,2,1,2,2
54730.0,50,3,3,0,1,64,318,3,17,4,7,56,405,5,4,1,8,2
38452.0,70,3,3,1,1,62,56,0,14,0,0,2,72,3,3,0,3,2
44421.0,54,2,2,1,1,53,110,5,59,7,1,7,189,5,5,0,4,2
38197.0,39,4,5,1,0,86,23,0,11,2,1,3,40,1,1,0,3,2
41986.0,47,2,2,0,1,15,27,5,8,8,3,12,63,3,3,0,4,2
28427.0,42,2,5,1,0,67,18,3,19,3,3,6,52,2,2,0,3,2
37395.0,49,4,5,1,0,47,18,0,9,0,1,11,39,1,1,0,3,2
64722.0,54,2,3,1,0,47,303,0,280,60,147,15,805,4,8,2,11,3
55249.0,69,3,5,0,1,81,97,1,19,2,0,11,130,1,2,1,4,2
84906.0,53,2,5,0,0,98,997,15,414,99,30,76,1631,1,5,6,12,1
28691.0,36,2,3,1,0,56,5,4,13,8,0,4,34,1,1,0,3,2
44213.0,73,2,4,1,1,48,95,11,35,0,4,7,152,4,2,1,5,2
25707.0,41,1,4,1,0,18,1,6,2,3,6,3,21,1,1,0,3,2
59062.0,58,4,3,2,1,74,46,1,12,3,0,9,71,2,2,0,3,2
76624.0,63,2,4,0,1,68,411,106,147,54,115,66,899,1,5,10,7,3
66000.0,78,3,5,0,0,36,244,51,270,101,0,45,711,1,1,3,5,3
27683.0,47,4,5,1,0,90,152,9,121,12,12,45,351,4,6,2,4,2
1730.0,54,2,2,0,0,65,1,1,3,1,1,1,8,15,0,0,0,2
7500.0,33,1,4,1,0,63,10,17,18,8,26,40,119,4,3,2,2,2
40521.0,57,2,5,1,1,82,12,0,5,0,0,4,21,1,0,1,2,2
20427.0,52,4,5,1,0,63,5,0,4,0,0,1,10,1,1,0,2,2
65106.0,50,2,3,0,1,55,790,19,133,12,0,19,973,3,8,3,13,3
69969.0,60,4,3,0,0,64,882,29,514,38,29,44,1536,1,4,2,6,1
67433.0,73,2,3,0,2,51,615,28,259,12,48,30,992,4,6,5,13,3
77766.0,58,4,3,0,1,97,1004,59,265,115,59,27,1529,2,11,10,11,1
74716.0,53,2,3,0,1,92,133,27,421,13,195,71,860,2,7,3,5,3
68118.0,62,2,2,0,1,51,595,23,123,10,23,154,928,2,8,9,4,3
55158.0,55,4,3,1,1,72,293,0,87,4,11,23,418,4,7,2,5,2
62972.0,70,0,3,0,1,39,313,15,47,20,0,192,587,2,7,4,3,3
74190.0,50,2,3,0,1,49,151,81,86,168,91,64,641,2,4,2,11,3
39356.0,49,2,3,1,1,21,15,0,2,0,0,6,23,1,1,0,2,2
76653.0,56,2,5,0,0,91,736,63,946,219,189,126,2279,1,4,7,11,1
35860.0,52,4,2,1,1,37,15,0,8,4,2,20,49,2,1,1,2,2
90687.0,42,4,2,0,0,98,982,17,672,23,34,51,1779,1,6,2,8,1
73450.0,43,3,5,0,0,85,1142,51,415,90,69,37,1804,1,7,8,11,1
31454.0,65,2,3,1,1,40,28,0,11,0,0,9,48,3,2,0,3,2
47139.0,73,2,4,1,1,2,46,0,12,0,2,23,83,2,2,1,2,2
83829.0,50,2,2,0,0,78,897,161,430,186,161,27,1862,0,4,7,6,1
53378.0,62,4,3,1,1,41,489,6,152,8,6,132,793,10,9,4,6,3
19656.0,55,2,5,1,0,94,25,4,9,6,8,32,84,3,2,1,3,2
45579.0,77,4,3,0,1,10,145,1,33,2,1,1,183,1,4,1,4,2
85485.0,67,0,4,0,0,73,630,26,611,44,18,54,1383,1,6,6,6,1
55956.0,81,2,3,0,0,22,760,38,104,50,9,38,999,2,7,3,4,3
64191.0,62,3,4,0,1,30,420,15,186,151,38,15,825,3,5,3,13,3
38808.0,53,2,4,1,0,21,125,17,52,3,19,30,246,4,5,1,4,2
57183.0,59,3,3,1,1,51,464,5,64,7,0,70,610,8,9,1,7,3
23748.0,57,3,2,1,0,97,6,6,29,12,15,8,76,3,2,1,3,2
66303.0,54,2,3,0,1,56,1090,12,96,16,12,60,1286,4,3,4,11,1
37368.0,50,3,3,1,0,4,3,2,11,2,2,10,30,1,1,0,2,2
40800.0,61,2,3,1,2,77,24,0,27,8,30,10,99,2,3,0,3,2
71847.0,47,2,2,0,0,95,737,21,106,55,63,210,1192,0,6,7,9,3
46149.0,50,2,3,0,1,36,254,6,71,4,0,27,362,5,5,1,7,2
78687.0,42,2,5,0,0,13,817,185,687,145,55,241,2130,1,4,6,8,1
49118.0,54,0,2,0,0,90,620,54,239,99,98,119,1229,2,9,7,10,3
37633.0,68,4,3,1,1,49,13,4,20,0,0,1,38,2,1,0,3,2
39767.0,74,3,5,0,0,18,113,61,204,34,26,47,485,2,7,1,7,2
26997.0,74,1,3,0,0,89,7,23,78,133,49,144,434,2,4,2,5,2
33986.0,55,2,2,1,0,43,16,2,18,2,1,5,44,1,1,0,3,2
57091.0,53,4,3,0,1,82,462,0,24,6,0,4,496,2,9,2,5,3
46831.0,56,0,3,1,1,84,22,2,10,6,4,34,78,2,1,2,2,2
83151.0,53,3,3,0,0,80,968,147,842,137,42,210,2346,1,5,7,10,1
52531.0,54,2,3,0,0,68,283,112,151,51,72,125,794,2,7,2,10,3
15759.0,69,2,3,0,0,12,1,2,5,6,0,3,17,1,1,0,2,2
22804.0,54,2,4,1,0,75,14,1,7,2,1,1,26,1,2,0,2,2
43050.0,52,0,3,1,0,10,30,5,24,6,3,8,76,2,2,0,4,2
42997.0,48,4,4,1,1,91,4,0,5,0,1,5,15,1,1,0,2,2
48918.0,62,4,4,1,1,21,52,0,9,0,0,1,62,2,1,0,4,2
60033.0,71,3,5,0,1,28,62,1,57,19,11,48,198,2,2,1,5,2
34043.0,47,4,5,1,0,97,20,2,14,3,0,10,49,1,2,0,2,2
57811.0,59,2,5,0,1,49,545,7,114,37,21,78,802,5,7,2,11,3
78569.0,79,2,3,0,0,14,558,79,622,207,175,95,1736,1,4,6,4,1
7500.0,47,2,4,1,1,5,6,5,4,13,4,25,57,4,2,1,3,2
94384.0,72,2,5,0,0,62,1111,24,790,160,45,172,2302,0,5,8,5,1
23148.0,40,0,3,0,0,83,4,6,8,6,3,10,37,1,2,0,3,2
44267.0,55,2,2,1,1,48,183,5,65,3,5,49,310,5,5,2,4,2
71626.0,46,2,3,0,0,94,546,72,376,94,145,72,1305,1,5,5,8,3
60894.0,59,2,5,0,1,61,606,7,155,10,0,54,832,5,10,3,8,3
50200.0,49,2,5,1,1,70,266,6,51,8,6,64,401,6,7,1,5,2
81051.0,60,4,3,0,0,43,1142,29,249,38,29,14,1501,1,5,5,12,1
65169.0,43,2,3,0,0,23,1074,0,69,0,0,46,1189,1,10,4,13,1
59868.0,53,2,5,0,1,37,771,51,154,54,10,154,1194,7,11,2,12,3
65695.0,65,4,3,0,1,50,371,32,189,0,58,6,656,2,5,4,10,3
64857.0,69,3,4,0,0,78,556,14,717,210,0,43,1540,1,7,5,10,1
45143.0,60,3,5,0,1,74,202,5,74,11,5,14,311,3,6,1,5,2
74805.0,70,0,5,0,1,14,209,162,209,41,162,37,820,5,4,7,10,3
59060.0,36,0,3,1,0,77,35,40,111,36,40,12,274,3,3,1,7,2
27238.0,63,4,4,1,1,39,37,0,17,0,0,3,57,3,3,0,3,2
47009.0,60,2,5,0,1,89,171,45,73,59,10,90,448,4,3,2,8,2
46094.0,52,0,3,1,1,62,12,2,20,3,2,5,44,1,1,0,3,2
40321.0,53,2,3,1,1,59,44,4,21,6,0,27,102,2,3,0,3,2
37235.0,41,2,5,1,0,68,20,2,9,4,6,20,61,1,1,1,2,2
81843.0,65,3,3,0,0,13,779,86,537,34,69,138,1643,1,5,9,12,1
46692.0,67,3,5,0,1,37,170,6,97,24,12,88,397,3,6,1,5,2
77382.0,57,2,5,0,1,36,491,48,231,112,105,134,1121,2,5,7,12,3
37774.0,48,2,4,2,0,28,173,8,107,7,2,176,473,4,7,2,3,2
18393.0,51,1,3,1,0,2,7,10,13,16,0,4,50,2,3,0,3,2
72828.0,63,3,3,0,1,17,1205,0,235,19,14,205,1678,6,6,3,13,1
24711.0,43,2,3,0,0,86,10,7,25,6,3,7,58,1,3,0,3,2
45503.0,50,4,3,1,0,54,97,4,44,6,1,18,170,1,3,1,4,2
6560.0,43,3,4,0,0,2,67,11,26,4,3,262,373,0,1,0,1,2
71604.0,80,4,5,0,0,3,345,53,528,98,75,97,1196,1,8,3,5,3
27244.0,46,2,3,1,0,84,6,5,17,3,24,46,101,2,2,2,2,2
48752.0,56,2,3,1,1,8,73,57,100,71,15,0,316,5,6,1,5,2
71434.0,63,2,3,0,1,4,711,36,217,172,96,168,1400,3,7,4,7,1
90842.0,77,2,4,0,0,57,774,70,118,182,187,93,1424,1,4,9,13,1
88097.0,47,3,3,1,0,24,163,0,480,0,126,75,844,1,6,5,8,3
51948.0,50,2,3,0,1,51,82,33,54,71,30,41,311,2,5,2,4,2
71853.0,43,2,5,0,0,29,358,108,413,141,97,32,1149,1,2,8,6,3
35876.0,42,3,3,0,0,13,66,2,40,4,3,14,129,1,3,1,3,2
40049.0,73,2,6,0,1,23,13,6,7,0,3,3,32,1,1,0,3,2
39660.0,43,2,4,1,0,36,139,13,78,20,13,36,299,3,7,1,3,2
50127.0,63,2,5,0,1,88,274,0,21,4,6,15,320,1,5,1,6,2
43263.0,48,3,3,0,1,2,262,6,61,0,10,102,441,3,5,2,6,2
62845.0,76,3,3,1,1,3,1099,0,45,0,0,34,1178,11,3,4,10,1
18929.0,35,2,3,0,0,15,32,0,8,23,4,18,85,1,1,0,4,2
24367.0,43,1,4,1,0,58,2,4,2,0,11,5,24,1,1,0,2,2
33249.0,50,2,4,1,0,11,6,10,21,19,14,42,112,2,2,1,3,2
26887.0,66,0,3,0,1,27,6,7,4,3,4,6,30,1,1,0,3,2
50150.0,42,4,3,0,0,32,135,46,92,65,61,11,410,2,5,2,7,2
62061.0,49,2,5,0,1,12,641,7,84,0,30,38,800,3,10,4,7,3
85696.0,63,4,2,0,0,88,714,76,395,116,0,12,1313,1,4,6,9,1
76542.0,69,4,5,0,0,91,794,73,573,0,29,14,1483,1,4,8,10,1
70515.0,32,2,4,0,0,12,420,0,452,182,64,140,1258,1,6,6,4,3
18227.0,38,2,5,1,0,21,1,2,7,4,3,11,28,1,0,1,2,2
69139.0,60,2,3,0,1,23,86,12,75,33,15,6,227,1,4,1,5,2
69109.0,43,2,3,0,0,10,823,25,459,124,29,95,1555,1,6,6,7,1
